frame,timestamp,rx,ry,rz,ax,ay,az
24,0.4,0.21891183831000002,0.84848311053,-0.16884441057000002,-0.04736328125,0.83544921875,0.47802734375
25,0.417,0.14061490344000002,0.74994615168,-0.06498112962000001,-0.02880859375,0.9013671875,0.53759765625
26,0.433,0.18748653792,0.6231796857,-0.21092235516000002,-0.0166015625,0.9443359375,0.49658203125
27,0.45,0.09693906222000001,0.52251219801,-0.19813918212,-0.0146484375,0.97265625,0.48583984375
28,0.467,-0.07030745172000001,0.27217505931,-0.053263221000000006,0.00244140625,0.95556640625,0.46337890625
29,0.483,-0.13635384576,0.02343581724,0.06657902625,-0.00048828125,0.935546875,0.45263671875
30,0.5,-0.20346550422,-0.04207794459,0.0,0.0146484375,0.94921875,0.50537109375
31,0.517,-0.61572283476,0.24820660986,0.15073491543,0.00390625,0.927734375,0.46826171875
32,0.533,-0.7430219329500001,0.69029134416,0.01651159851,-0.04296875,0.95849609375,0.4365234375
33,0.55,-0.69401976963,0.8740494566100001,-0.15393070869,-0.0478515625,0.99853515625,0.4013671875
34,0.5670000000000001,-0.61732073139,0.8202536034000001,-0.47990162121,-0.0166015625,0.95751953125,0.37158203125
35,0.583,-1.18936772493,1.18137824178,-0.20240023980000002,0.03173828125,0.9267578125,0.4150390625
36,0.6,-1.4556838299300001,1.22026039311,-0.25992451848000003,0.00732421875,0.89794921875,0.3828125
37,0.617,-1.2389025204600002,0.83729783412,-0.30146983086,-0.02001953125,0.88427734375,0.2734375
38,0.633,-0.86020101915,0.60240702951,-0.27750138141,-0.03466796875,0.9482421875,0.228515625
39,0.65,-0.45966159723000005,0.46978160922,-0.47777109237000004,-0.1083984375,0.9287109375,0.17822265625
40,0.667,-0.07723167045000001,0.08202536034,-0.24554344881,-0.13232421875,0.89013671875,0.26953125
41,0.683,0.20559603306000002,-0.14700648996000001,-0.24927187428000003,-0.16162109375,0.88134765625,0.3193359375
42,0.7000000000000001,0.36325516722,-0.25406556417000004,-0.26951189826,-0.166015625,0.853515625,0.36181640625
43,0.717,0.46711844817000003,-0.47777109237000004,-0.10652644200000001,-0.15625,0.8740234375,0.37890625
44,0.733,0.5305016811600001,-0.42770366463000004,-0.0159789663,-0.1259765625,0.90576171875,0.3828125
45,0.75,0.31691616495,-0.16777914615,0.013315805250000002,-0.09228515625,1.00390625,0.37060546875
46,0.767,0.02450108166,-0.13049489145,0.05432848542,-0.09423828125,1.07275390625,0.31005859375
47,0.783,-0.03408846144,-0.44421526314000004,0.06711165846,-0.103515625,1.072265625,0.265625
48,0.8,-0.16937704278000001,-0.9129316079400001,0.22849921809,-0.0869140625,1.00341796875,0.326171875
49,0.8170000000000001,-0.23702133345,-1.0492854537,0.21571604505000003,-0.07373046875,0.91796875,0.3974609375
50,0.833,-0.10333064874,-0.6641923658700001,0.09427590117000001,-0.1064453125,0.83349609375,0.44189453125
51,0.85,-0.27057716268000004,-0.08841694686000001,0.15499597311000002,-0.0849609375,0.85595703125,0.48681640625
52,0.867,-0.44048683767,0.25246766754,0.09001484349000001,-0.10595703125,0.896484375,0.4306640625
53,0.883,-0.30200246307,0.35952674175000005,-0.1278317304,-0.1328125,0.939453125,0.39599609375
54,0.9,-0.08841694686000001,0.02450108166,-0.0852211536,-0.123046875,0.9453125,0.373046875
55,0.917,-0.04474110564,-0.25779398964,-0.04740426669,-0.11328125,0.900390625,0.3984375
56,0.933,-0.00585895431,-0.15872439858,-0.04207794459,-0.111328125,0.88427734375,0.42236328125
57,0.9500000000000001,-0.16192019184,-0.039414783540000005,0.05113269216000001,-0.07763671875,0.93994140625,0.41943359375
58,0.967,-0.22530342483000002,-0.07723167045000001,0.014381069670000001,-0.10693359375,0.9638671875,0.3662109375
59,0.983,-0.12303804051,-0.15765913416000002,-0.12250540830000001,-0.1083984375,0.966796875,0.37060546875
60,1.0,0.03834951912,-0.38722361667000005,-0.014913701880000001,-0.15234375,0.9375,0.35888671875
61,1.0170000000000001,0.22104236715,-0.44581315977,0.18748653792,-0.14892578125,0.89697265625,0.4365234375
62,1.033,0.22743395367000002,-0.32384038368,0.25779398964,-0.1513671875,0.88525390625,0.43115234375
63,1.05,0.30040456644,-0.22690132146000003,0.30253509528,-0.140625,0.85302734375,0.45703125
64,1.067,0.11504855736000001,-0.13954963902,0.26791400163,-0.0908203125,0.86962890625,0.509765625
65,1.083,-0.020772656190000002,0.0037284254700000003,0.09747169443,-0.103515625,0.91162109375,0.44384765625
66,1.1,0.01810949514,0.023968449450000002,0.07350324498000001,-0.11376953125,0.93408203125,0.412109375
67,1.117,0.00106526442,0.019707391770000002,0.0905474757,-0.095703125,0.9248046875,0.43212890625
68,1.133,-0.07510114161,0.19920444654000002,0.18429074466,-0.1005859375,0.85986328125,0.45263671875
69,1.1500000000000001,-0.06072007194,0.47457529911,0.26152241511,-0.0771484375,0.822265625,0.4619140625
70,1.167,-0.49268479425000006,0.44847632082000005,0.12303804051,-0.00830078125,0.919921875,0.525390625
71,1.183,-0.27430558815,0.41492049159000005,-0.15819176637000001,-0.166015625,0.93701171875,0.3525390625
72,1.2,-0.18908443455,0.42024681369000005,-0.26471820837000004,-0.05859375,1.04296875,0.35595703125
73,1.217,-0.29614350876,0.15659386974,-0.15819176637000001,-0.05419921875,1.06689453125,0.333984375
74,1.233,0.3515372586,0.052730588790000005,0.41492049159000005,-0.24072265625,0.96484375,0.35546875
75,1.25,0.27696874920000003,0.08894957907,0.3675162249,-0.0068359375,0.90478515625,0.35400390625
76,1.2670000000000001,-0.00958737978,-0.0426105768,-0.00852211536,-0.0478515625,0.92919921875,0.37646484375
77,1.283,0.053263221000000006,-0.16671388173,-0.16777914615,-0.11474609375,0.90673828125,0.38671875
78,1.3,0.18482337687,-0.10279801653000001,-0.05805691089,-0.08984375,0.91455078125,0.39599609375
79,1.317,0.057524278680000006,-0.013315805250000002,-0.022903185030000002,-0.0556640625,0.88134765625,0.41357421875
80,1.333,-0.0639158652,0.11771171841000001,0.07243798056,-0.11328125,0.82080078125,0.44140625
81,1.35,0.046339002270000006,0.28975192224,0.1118527641,-0.15478515625,0.8173828125,0.439453125
82,1.367,0.30839404959,0.49108689762,0.10333064874,-0.1318359375,0.95654296875,0.39794921875
83,1.383,0.39468046761000003,0.3462109365,-0.0037284254700000003,-0.0634765625,1.103515625,0.36376953125
84,1.4000000000000001,0.18162758361,0.15499597311000002,-0.017576862930000003,-0.06201171875,1.12548828125,0.39892578125
85,1.417,0.14540859333,0.12197277609000001,0.05113269216000001,-0.09375,1.02978515625,0.435546875
86,1.433,0.14540859333,0.30839404959,0.16458335289,-0.07861328125,0.91015625,0.46728515625
87,1.45,0.27537085257,0.6423544452600001,0.18855180234000002,-0.083984375,0.90380859375,0.4365234375
88,1.467,0.7243798056,0.6077333516100001,0.1171790862,-0.07568359375,1.00048828125,0.34814453125
89,1.483,0.97045588662,0.65993130819,0.12410330493,0.0380859375,1.16748046875,0.3388671875
90,1.5,0.5539374984000001,0.14274543228,-0.22317289599,0.04931640625,1.12255859375,0.3408203125
91,1.5170000000000001,0.26312031174,0.26312031174,0.15819176637000001,0.0146484375,1.0107421875,0.3271484375
92,1.5330000000000001,0.13688647797,0.5219795658,0.46711844817000003,0.03271484375,1.03076171875,0.34765625
93,1.55,0.1704423072,0.42397523916,0.23648870124000002,0.03466796875,1.10986328125,0.33984375
94,1.567,0.23382554019000001,0.20346550422,-0.16831177836,-0.0048828125,1.1044921875,0.3876953125
95,1.583,0.41758365264,0.12623383377,-0.24394555218000002,-0.05859375,1.0576171875,0.38818359375
96,1.6,0.7440871973700001,0.14114753565000002,0.08468852139000001,-0.0009765625,1.03955078125,0.36474609375
97,1.617,0.79468725732,0.26525084058000004,0.46072686165000004,0.12158203125,1.14599609375,0.35986328125
98,1.633,0.43143209010000005,0.30519825633000003,0.6205165246500001,0.20654296875,1.25830078125,0.26513671875
99,1.6500000000000001,-0.159789663,0.27430558815,0.50333743845,0.23291015625,1.265625,0.203125
100,1.667,-0.52251219801,-0.02450108166,-0.00053263221,0.119140625,1.19140625,0.2275390625
101,1.683,-0.39521309982,-0.13156015587,-0.44847632082000005,-0.0458984375,1.0263671875,0.27734375
102,1.7,-0.06072007194,0.061252704150000004,-0.5986786040400001,-0.0625,0.8447265625,0.32958984375
103,1.717,0.31798142937,0.36645096048000003,-0.08255799255,-0.01708984375,0.91552734375,0.27099609375
104,1.733,0.39414783540000004,0.36432043164,0.25246766754,0.0380859375,1.0283203125,0.2509765625
105,1.75,-0.15393070869,0.16990967499,0.32756880915000003,0.07177734375,0.93701171875,0.482421875
106,1.7670000000000001,-1.09509182376,0.25300029975,-0.00852211536,0.017578125,0.87451171875,0.5078125
107,1.7830000000000001,-1.33424368605,0.7563377382,-0.3142530039,-0.1220703125,0.8447265625,0.3837890625
108,1.8,-0.7078682070900001,1.2245214507900002,-0.08255799255,-0.2080078125,1.05419921875,0.26025390625
109,1.817,0.06924218730000001,0.80640516594,-0.10759170642,-0.10791015625,1.39404296875,0.1875
110,1.833,0.35473305186000004,-0.11398329294000001,-0.37603834026000005,-0.16357421875,1.171875,0.1435546875
111,1.85,0.48043425342,-0.08894957907,0.04740426669,-0.12939453125,1.04443359375,0.2353515625
112,1.867,0.86020101915,-0.11611382178,0.63969128421,-0.16455078125,0.93408203125,0.3232421875
113,1.883,1.28950258041,1.2745888785300001,0.24394555218000002,-0.09716796875,0.763671875,-0.0263671875
114,1.9000000000000001,1.16806243653,1.1595403211700002,0.8111988558300001,0.13818359375,1.13720703125,0.20849609375
115,1.917,0.6988134595200001,0.06977481951,0.12623383377,-0.12158203125,1.19091796875,0.09375
116,1.933,1.1760519196800001,-0.15126754764,-0.19014969897,-0.11181640625,0.923828125,0.048828125
117,1.95,1.2410330493000001,0.14221280007,0.10173275211,-0.013671875,0.830078125,0.1591796875
118,1.967,0.7765777621800001,0.13475594913,0.56192698155,0.109375,0.9306640625,0.12255859375
119,1.983,0.21571604505000003,-0.06870955509,0.56831856807,0.119140625,0.98291015625,0.10302734375
120,2.0,-0.1331580525,0.03621899028,0.72384717339,0.0732421875,1.0078125,0.1044921875
121,2.017,0.26205504732,0.00213052884,0.7771103943900001,-0.0390625,1.12255859375,0.17041015625
122,2.033,0.8628641802000001,-0.0106526442,0.42930156126,0.0283203125,1.068359375,0.24853515625
123,2.05,1.1930961504000002,0.28868665782,0.34567830429,-0.0078125,0.8427734375,0.20654296875
124,2.067,1.06686231663,0.5747101545900001,0.53689326768,0.06201171875,0.8173828125,0.12353515625
125,2.083,0.88203893976,0.80214410826,0.58962385647,0.0380859375,0.8740234375,0.01953125
126,2.1,0.49002163320000003,0.9092031824700001,0.43569314778,0.1484375,0.9609375,0.224609375
127,2.117,0.42131207811000004,-0.21092235516000002,0.09587379780000001,0.11083984375,0.9560546875,0.14013671875
128,2.133,0.40107205413,-0.16351808847000002,-0.23489080461,0.15673828125,0.68408203125,0.18994140625
129,2.15,0.26365294395,0.30999194622000004,-0.10918960305,0.1591796875,0.658203125,0.2177734375
130,2.1670000000000003,0.14327806449,0.6317018010600001,0.04474110564,0.15380859375,0.78857421875,0.20654296875
131,2.183,0.09321063675,0.5113269216,-0.04101268017,0.07763671875,0.93505859375,0.21240234375
132,2.2,0.34354777545000004,0.3515372586,-0.30519825633000003,0.01953125,0.90234375,0.22705078125
133,2.217,0.49641321972,0.65620288272,-0.33981934998,0.12353515625,0.87109375,0.193359375
134,2.233,0.37657097247000004,0.8671252378800001,-0.30945931401000004,0.24755859375,1.01513671875,0.158203125
135,2.25,0.12676646598000002,0.6870955509000001,-0.12463593714000001,0.2060546875,1.16357421875,0.0791015625
136,2.267,0.023968449450000002,0.24021712671,0.08468852139000001,0.0947265625,1.19189453125,0.09326171875
137,2.283,0.08309062476000001,0.10812433863000001,0.22690132146000003,0.0732421875,1.0947265625,0.11865234375
138,2.3000000000000003,0.04740426669,0.2237055282,0.27004453047000004,0.14501953125,1.0166015625,0.16796875
139,2.317,-0.02929477155,0.40852890507,0.21997710273,0.21923828125,0.9912109375,0.125
140,2.333,-0.19494338886,0.5086637605500001,0.26684873721,0.19482421875,1.060546875,0.04443359375
141,2.35,-0.12037487946000001,0.27643611699000004,0.22849921809,0.0380859375,1.1259765625,0.0166015625
142,2.367,0.19654128549000002,0.20186760759000003,0.09427590117000001,-0.0712890625,1.04638671875,0.001953125
143,2.383,0.47883635679000003,0.38775624888000004,0.0015978966300000002,-0.06787109375,1.0419921875,0.01904296875
144,2.4,0.65939867598,0.40533311181000004,-0.10652644200000001,0.01171875,1.04443359375,0.04052734375
145,2.4170000000000003,0.6077333516100001,0.25086977091,-0.16564861731000002,0.1240234375,0.9912109375,0.0146484375
146,2.433,0.17417073267000002,0.10333064874,-0.03142530039,0.15283203125,0.9931640625,-0.04443359375
147,2.45,-0.08096009592,-0.13688647797,-0.13582121355000001,0.0625,0.99951171875,-0.06689453125
148,2.467,0.05805691089,-0.15339807648,-0.54594801525,-0.0205078125,0.9423828125,-0.00830078125
149,2.483,0.42504050358,-0.07563377382,-0.9859022207100001,-0.02099609375,0.90576171875,0.0517578125
150,2.5,0.53423010663,0.061252704150000004,-0.9326389997100001,0.0849609375,0.83642578125,0.12451171875
151,2.517,-0.007456850940000001,0.18961706676,-0.33396039567,0.12451171875,0.8720703125,0.0009765625
152,2.533,-0.44048683767,0.22956448251,0.03834951912,0.10498046875,0.94921875,-0.11474609375
153,2.5500000000000003,-0.57843858006,0.13475594913,0.02503371387,0.05322265625,0.98681640625,-0.07666015625
154,2.567,-0.47617319574000005,0.09374326896,-0.22583605704,0.01953125,0.93505859375,0.02099609375
155,2.583,-0.29134981887,0.24607608102,-0.30519825633000003,0.02197265625,0.91943359375,0.03515625
156,2.6,-0.16245282405,0.27324032373,-0.23542343682000003,0.072265625,0.98876953125,-0.0244140625
157,2.617,-0.36538569606000004,0.12037487946000001,-0.059654807520000006,0.1142578125,0.98291015625,-0.0732421875
158,2.633,-0.6087986160300001,0.11025486747,0.10120011990000001,0.06982421875,1.05224609375,-0.12451171875
159,2.65,-0.5534048661900001,-0.11345066073000001,0.0106526442,0.03271484375,1.0830078125,-0.01171875
160,2.6670000000000003,-0.45486790734000004,-0.25193503533,-0.16138755963,0.0166015625,0.96240234375,0.09228515625
161,2.6830000000000003,-0.43888894104000004,-0.13795174239000002,-0.159789663,-0.0146484375,0.8837890625,0.06787109375
162,2.7,-0.27110979489000003,0.20346550422,-0.1651159851,0.01123046875,0.90185546875,-0.05712890625
163,2.717,-0.22849921809,0.30466562412000003,-0.31052457843000003,0.099609375,0.98974609375,-0.08740234375
164,2.733,-0.16671388173,0.18748653792,-0.50546796729,0.0546875,1.01513671875,-0.06396484375
165,2.75,-0.06231796857000001,0.041545312380000005,-0.57098172912,0.0068359375,0.994140625,-0.00390625
166,2.767,-0.25779398964,0.035153725860000005,-0.14753912217,-0.044921875,0.9970703125,-0.00146484375
167,2.783,-0.35313515523,-0.12623383377,0.23009711472000002,-0.10302734375,1.08740234375,-0.1025390625
168,2.8000000000000003,-0.24288028776,-0.37763623689000003,0.10972223526000001,-0.04638671875,1.10009765625,-0.125
169,2.817,-0.27590348478000004,-0.41172469833,-0.18429074466,0.0771484375,0.8876953125,-0.033203125
170,2.833,-0.5912217531,-0.013315805250000002,-0.01917475956,0.06591796875,0.87255859375,0.01123046875
171,2.85,-0.6530070894600001,0.13422331692,0.14966965101000002,-0.1064453125,1.06396484375,-0.05029296875
172,2.867,-0.48096688563,0.05379585321,0.17843179035,-0.1328125,1.099609375,-0.04248046875
173,2.883,-0.30945931401000004,-0.00798948315,0.26684873721,-0.08349609375,1.1064453125,-0.0498046875
174,2.9,-0.266316105,-0.15712650195,0.27164242710000003,0.02392578125,1.09375,-0.06201171875
175,2.9170000000000003,-0.46818371259,-0.22423816041000003,0.36059200617000003,0.0908203125,1.01904296875,-0.05615234375
176,2.9330000000000003,-0.59175438531,-0.25246766754,0.38456045562,0.013671875,1.02099609375,-0.07080078125
177,2.95,-0.36059200617000003,-0.28495823235,0.14381069670000002,-0.04248046875,1.001953125,-0.037109375
178,2.967,-0.10173275211,-0.19281286002,-0.29880666981000004,-0.00830078125,0.88427734375,0.0283203125
179,2.983,-0.06657902625,0.04900216332,-0.46445528712,0.048828125,0.875,0.068359375
180,3.0,-0.2343581724,0.056991646470000004,-0.38402782341,0.037109375,0.966796875,0.08544921875
181,3.017,-0.39041940993,-0.08309062476000001,-0.28815402561000003,-0.00537109375,0.9990234375,0.0537109375
182,3.033,-0.35792884512,-0.25832662185,-0.14114753565000002,-0.0205078125,0.978515625,0.01708984375
183,3.0500000000000003,-0.15606123753,-0.37497307584,0.13528858134000002,-0.0126953125,0.88720703125,0.0498046875
184,3.067,-0.15925703079,-0.24288028776,0.25779398964,-0.0146484375,0.8486328125,0.0810546875
185,3.083,-0.08362325697,-0.13741911018,0.14434332891,0.03857421875,0.83984375,0.11865234375
186,3.1,-0.23702133345,-0.04900216332,0.17150757162000002,0.0810546875,0.826171875,0.109375
187,3.117,-0.51399008265,0.14966965101000002,0.40000678971000003,0.0537109375,0.865234375,0.08447265625
188,3.133,-0.6530070894600001,0.22264026378000001,0.55819855608,0.01513671875,0.95556640625,0.0107421875
189,3.15,-0.5853627987900001,0.13582121355000001,0.59175438531,0.03759765625,1.013671875,-0.06494140625
190,3.1670000000000003,-0.37603834026000005,0.1171790862,0.4740426669,0.06787109375,0.9765625,-0.08447265625
191,3.1830000000000003,-0.26525084058000004,0.32543828031,0.18322548024000002,0.078125,0.96484375,-0.14501953125
192,3.2,0.5070658639200001,-0.021837920610000002,-0.64501760631,-0.4267578125,1.14013671875,0.0185546875
193,3.217,0.72757559886,-0.036751622490000004,-0.64927866399,0.0283203125,0.755859375,-0.16552734375
194,3.233,0.44474789535000003,0.80161147605,0.06870955509,0.04345703125,0.99365234375,-0.05712890625
195,3.25,-0.07030745172000001,0.33715618893000004,0.31105721064,0.03271484375,1.11669921875,-0.052734375
196,3.267,0.18056231919000001,0.020772656190000002,0.25992451848000003,-0.08544921875,1.05908203125,-0.1123046875
197,3.283,0.479368989,-0.07190534835000001,-0.19867181433,0.0,1.13330078125,-0.15087890625
198,3.3000000000000003,0.30253509528,-0.51239218602,-0.39468046761000003,0.169921875,1.01220703125,-0.01708984375
199,3.317,-0.24074975892000003,-0.81279675246,-0.25459819638000003,0.021484375,0.90478515625,0.06396484375
200,3.333,-0.27696874920000003,-0.61305967371,-0.13795174239000002,-0.03369140625,0.73095703125,-0.03466796875
201,3.35,-0.15712650195,0.21678130947000002,0.0053263221,-0.04736328125,0.88037109375,-0.0625
202,3.367,-0.13369068471,0.28602349677,0.06444849741,-0.0322265625,1.00732421875,-0.03955078125
203,3.383,-0.06870955509,0.52091430138,0.33236249904000004,-0.09912109375,0.927734375,-0.03466796875
204,3.4,-0.01651159851,0.8735168244,0.5544701306100001,-0.0390625,1.0,-0.0859375
205,3.4170000000000003,-0.03568635807,0.7755124977600001,0.4687163448,0.048828125,1.0458984375,-0.0751953125
206,3.4330000000000003,-0.23329290798000002,0.56885120028,0.5981459718300001,-0.01416015625,1.05224609375,-0.06494140625
207,3.45,0.16618124952000002,0.21571604505000003,-0.04474110564,-0.33544921875,1.2001953125,0.01123046875
208,3.467,0.9001484349000001,-0.4367584122,-0.45593317176000003,0.01318359375,1.193359375,-0.08984375
209,3.483,1.1078749968000001,-0.8889631584900001,-0.45646580397000003,0.25048828125,1.125,-0.13525390625
210,3.5,0.6535397216700001,-1.13663713614,0.07243798056,0.20654296875,0.958984375,-0.08447265625
211,3.517,0.40533311181000004,-1.04129597055,0.5965480752000001,-0.06103515625,0.9462890625,-0.0458984375
212,3.533,0.35526568407000003,-0.8649947090400001,0.8117314880400001,-0.04736328125,0.92041015625,0.01318359375
213,3.5500000000000003,0.0426105768,-0.6519418250400001,0.61519020255,0.05224609375,0.88330078125,-0.03125
214,3.567,-0.050600059950000005,-0.17736652593000002,0.08788431465,-0.04296875,0.9326171875,-0.11962890625
215,3.583,0.04101268017,0.13848437460000002,-0.65034392841,0.14013671875,0.97509765625,-0.14892578125
216,3.6,-0.33129723462000005,0.29720877318,-0.31904669379,0.19580078125,0.88623046875,-0.0712890625
217,3.617,-0.45380264292000005,0.44474789535000003,0.015446334090000001,-0.0810546875,1.01806640625,-0.02783203125
218,3.633,-0.45007421745000004,0.34194987882,0.052730588790000005,-0.02978515625,1.09912109375,0.00732421875
219,3.65,-0.6743123778600001,-0.14061490344000002,0.14700648996000001,0.09130859375,0.9765625,0.00048828125
220,3.6670000000000003,-0.8639294446200001,-0.10865697084,-0.09800432664,0.078125,0.90380859375,-0.06591796875
221,3.6830000000000003,-0.97152115104,-0.04048004796,-0.10013485548,0.126953125,0.93798828125,0.01416015625
222,3.7,-1.16752980432,-0.24767397765000002,0.03036003597,0.1630859375,0.876953125,-0.0244140625
223,3.717,-1.0375675450800002,-0.006924218730000001,0.1704423072,0.033203125,0.92626953125,-0.0107421875
224,3.733,-0.75846826704,0.20026971096,0.32064459042000004,-0.0478515625,0.92138671875,0.07373046875
225,3.75,-0.36378779943,0.60134176509,0.27856664583,-0.11083984375,1.14697265625,-0.0341796875
226,3.767,-0.13262542029000002,0.30466562412000003,-0.10599380979,0.10595703125,1.44580078125,-0.0673828125
227,3.783,-0.44794368861,-0.39894152529000004,-0.43516051557,0.24169921875,1.126953125,-0.06640625
228,3.8000000000000003,-0.77284933671,-0.2237055282,-0.21358551621000002,0.0517578125,1.0087890625,0.06298828125
229,3.817,-0.53636063547,-0.15712650195,0.0037284254700000003,-0.13671875,0.72314453125,0.04150390625
230,3.833,0.01225054083,0.83516730528,0.92731267761,-0.01318359375,0.76611328125,-0.03271484375
231,3.85,0.52783852011,1.2980246957700001,1.3630058253900001,0.060546875,1.1435546875,-0.1181640625
232,3.867,0.86020101915,1.0833739151400001,1.12545185973,0.0927734375,1.27197265625,-0.126953125
233,3.883,0.5544701306100001,0.39894152529000004,0.6412891808400001,0.2705078125,1.083984375,-0.06689453125
234,3.9,-0.04101268017,0.12037487946000001,0.21731394168,0.2314453125,0.9208984375,-0.06884765625
235,3.9170000000000003,-0.14381069670000002,0.43409525115,-0.24607608102,0.05322265625,0.8828125,-0.03564453125
236,3.9330000000000003,0.45646580397000003,0.85008100716,0.27909927804,0.0693359375,0.7431640625,-0.10498046875
237,3.95,0.85008100716,1.9110843694800002,0.71585769024,0.20263671875,1.005859375,-0.24951171875
238,3.967,0.81652517793,2.01068659275,0.42823629684000003,0.23779296875,1.29296875,-0.2666015625
239,3.983,-0.94968323043,-0.83676520191,0.061252704150000004,0.177734375,1.49853515625,0.05615234375
240,4.0,-0.26258767953,-1.52812181049,-0.08362325697,0.015625,1.26611328125,-0.166015625
241,4.017,-0.04101268017,-1.4088121954500001,-0.16138755963,0.01318359375,0.77587890625,-0.08642578125
242,4.033,0.05006742774,-0.44261736651000005,-0.22636868925,-0.0244140625,0.8291015625,-0.03759765625
243,4.05,0.13582121355000001,-0.5400890609400001,-0.82717782213,-0.0556640625,0.84912109375,-0.02392578125
244,4.067,-0.0053263221,-0.41438785938,-0.52251219801,0.10693359375,1.00439453125,0.00537109375
245,4.083,-0.18855180234000002,-0.53689326768,-0.65620288272,0.126953125,0.9794921875,-0.0498046875
246,4.1,-0.28389296793,-0.56086171713,-0.56139434934,0.15380859375,1.0498046875,0.00146484375
247,4.117,-0.41278996275,-0.78350198091,-0.53423010663,0.30712890625,0.958984375,-0.02783203125
248,4.133,-0.36059200617000003,-0.8096009592000001,-0.01651159851,0.14697265625,1.12255859375,0.00390625
249,4.15,-0.46818371259,-0.90654002142,0.24447818439000002,0.00390625,1.24462890625,0.0302734375
250,4.167,-0.37390781142,-1.31666682312,-0.06338323299000001,-0.0458984375,1.0400390625,0.0390625
251,4.183,-0.22210763157000002,-1.28737205157,-0.2237055282,0.02490234375,0.85400390625,0.04833984375
252,4.2,-0.16298545626000002,-1.11426658332,-0.39894152529000004,0.02001953125,0.71337890625,0.0703125
253,4.2170000000000005,-0.04953479553,-0.48842373657000004,-0.52517535906,0.02392578125,0.76318359375,0.09619140625
254,4.233,-0.02929477155,-0.38029939794,-0.7872304063800001,0.0771484375,0.97021484375,0.10009765625
255,4.25,0.022903185030000002,-0.6546049860900001,-0.7558051059900001,0.18359375,1.0107421875,0.126953125
256,4.267,0.03888215133,-0.7110640003500001,-0.16724651394,0.02197265625,0.96484375,0.11083984375
257,4.283,0.11504855736000001,-0.37657097247000004,-0.29667614097,0.0166015625,1.00830078125,0.0966796875
258,4.3,-0.00106526442,-0.10120011990000001,-0.09960222327000001,0.123046875,1.12890625,0.0556640625
259,4.317,-0.23702133345,-0.23382554019000001,0.48096688563,-0.01513671875,1.30517578125,0.05078125
260,4.333,-0.21891183831000002,-0.5981459718300001,0.82717782213,-0.26171875,1.34375,0.091796875
261,4.3500000000000005,-0.1118527641,-0.8745820888200001,0.68230186101,-0.14453125,1.0478515625,0.07373046875
262,4.367,-0.28655612898,-0.5187837725400001,0.95074849485,-0.0693359375,1.06982421875,0.10302734375
263,4.383,-0.37603834026000005,-0.5486111763,1.10148341028,0.05810546875,1.2021484375,0.07470703125
264,4.4,-0.35206989081,-0.81652517793,1.05834020127,0.01171875,1.19580078125,0.173828125
